smiles,toxic,non_toxic_strict,n_labeled_endpoints,scaffold
C1CCCNCCC1,0,1,12,C1CCCNCCC1
CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,1,0,4,O=C1C=C([C@H]2CCC3C2CC[C@@H]2C4CC[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CCCCO7)CO6)CO5)C[C@H]4CC[C@@H]32)CO1
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1,0,6,O=C1C=C([C@H]2CCC3C2CC[C@@H]2C4CC[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CCCCO7)CO6)CO5)C[C@H]4CC[C@@H]32)CO1
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1,0,8,O=C1C=C([C@H]2CCC3C2CC[C@@H]2C4CC[C@H](O[C@H]5CC[C@H](O[C@H]6CC[C@H](O[C@H]7CCCCO7)CO6)CO5)C[C@H]4CC[C@@H]32)CO1
Nc1c2ccccc2nc2ccccc12,1,0,7,c1ccc2nc3ccccc3cc2c1
Nc1ccc2cc3ccc(N)cc3nc2c1,1,0,10,c1ccc2nc3ccccc3cc2c1
CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,1,0,9,c1ccc2nc3ccccc3cc2c1
Cc1cc(=O)nc(C(C)C)[nH]1,0,1,12,O=c1cc[nH]cn1
CCOc1nc(=O)c(F)c[nH]1,0,0,2,O=c1cc[nH]cn1
Nc1cc(=O)nc(N)[nH]1,0,1,12,O=c1cc[nH]cn1
O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,1,0,11,O=S(=O)(Oc1ccccc1)c1ccccc1
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,1,0,11,O=S(=O)(Oc1ccccc1)c1ccccc1
O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,0,0,9,O=S(=O)(Oc1ccccc1)c1ccccc1
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1,0,9,c1ccc(Cc2nccc3ccccc23)cc1
CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1,0,0,2,c1ccc(Cc2nccc3ccccc23)cc1
CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,0,0,7,c1ccc(Cc2nccc3ccccc23)cc1
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,0,0,9,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0,0,6,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0,8,C(CCN1CCNCC1)=C1c2ccccc2Sc2ccccc21
CCCCOC(=O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,0,1,10,c1ccc(-c2nnn[nH]2)cc1
c1ccc(-c2nnn[nH]2)cc1,0,1,12,c1ccc(-c2nnn[nH]2)cc1
O=C(O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,0,1,11,c1ccc(-c2nnn[nH]2)cc1
C=CC1CC2C=CC1C2,0,1,11,C1=CC2CCC1C2
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0,1,11,C1=CC2CCC1C2
ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,1,0,11,C1=CC2CCC1C2
C[N+]1([O-])[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0,1,10,O=C(Cc1ccccc1)O[C@H]1C[C@@H]2[NH2+][C@H](C1)[C@H]1O[C@H]12
C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0,1,12,O=C(Cc1ccccc1)O[C@H]1C[C@@H]2[NH2+][C@H](C1)[C@H]1O[C@H]12
CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0,1,12,O=C(Cc1ccccc1)O[C@H]1C[C@@H]2[NH2+][C@H](C1)[C@H]1O[C@H]12
Nc1nc[nH]n1,1,0,12,c1nc[nH]n1
c1nc[nH]n1,0,1,11,c1nc[nH]n1
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,1,0,12,c1nc[nH]n1
CC1COC(=O)O1,0,1,12,O=C1OCCO1
CCC1COC(=O)O1,0,1,12,O=C1OCCO1
O=C1OCCO1,0,1,12,O=C1OCCO1
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,0,1,12,c1ccc(CC2=NCCN2)cc1
c1ccc(CC2=NCCN2)cc1,0,1,12,c1ccc(CC2=NCCN2)cc1
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,0,1,12,c1ccc(CC2=NCCN2)cc1
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0,0,9,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1,0,8,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,0,1,11,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1,0,12,O=c1oc2ccccc2cc1Cc1ccccc1
CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,1,0,11,O=c1oc2ccccc2cc1Cc1ccccc1
CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,1,0,12,O=c1oc2ccccc2cc1Cc1ccccc1
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,1,0,7,O=c1c2ccccc2sc2ccccc12
CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,1,0,8,O=c1c2ccccc2sc2ccccc12
CC(C)c1ccc2sc3ccccc3c(=O)c2c1,1,0,10,O=c1c2ccccc2sc2ccccc12
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,0,1,12,c1nncs1
CC(=O)Nc1nnc(S(N)(=O)=O)s1,0,1,12,c1nncs1
Sc1nnc(S)s1,1,0,11,c1nncs1
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,1,0,12,c1ccc2c(c1)CCc1ccccc1C2
NC(=O)C1c2ccccc2CCc2ccccc21,0,1,10,c1ccc2c(c1)CCc1ccccc1C2
CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,0,0,1,c1ccc2c(c1)CCc1ccccc1C2
CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,1,0,8,C1=Cc2ccccc2/C1=C\c1ccccc1
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,1,0,12,C1=Cc2ccccc2/C1=C\c1ccccc1
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,0,0,9,C1=Cc2ccccc2/C1=C\c1ccccc1
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,0,1,11,c1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1
OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,1,0,10,c1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,0,1,11,c1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,1,0,9,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCCCC1
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0,1,10,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCCCC1
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,0,1,12,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCCCC1
COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC,0,0,9,c1ccc(CCNCCc2ccccc2)cc1
C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,0,1,10,c1ccc(CCNCCc2ccccc2)cc1
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,0,1,11,c1ccc(CCNCCc2ccccc2)cc1
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,1,0,9,c1ccc(C(c2ccccc2)c2ccccc2)cc1
CN(C)c1ccc(C(c2ccccc2)c2ccc(N(C)C)cc2)cc1,1,0,11,c1ccc(C(c2ccccc2)c2ccccc2)cc1
O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,0,1,11,c1ccc(C(c2ccccc2)c2ccccc2)cc1
Cn1cnc2c(=O)nc(N)[nH]c21,0,1,11,O=c1nc[nH]c2[nH]cnc12
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,0,1,12,O=c1nc[nH]c2[nH]cnc12
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,0,1,10,O=c1nc[nH]c2[nH]cnc12
Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,1,0,10,O=c1c2ccccc2ncn1-c1ccccc1
Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl,1,0,9,O=c1c2ccccc2ncn1-c1ccccc1
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,1,0,10,O=c1c2ccccc2ncn1-c1ccccc1
Cl[C@H]1OCCO[C@@H]1Cl,0,1,12,C1COCCO1
C1COCCO1,0,1,12,C1COCCO1
OC1OCCOC1O,0,1,12,C1COCCO1
C1=COCCC1,0,1,11,C1=COCCC1
COC1CCC=CO1,0,1,10,C1=COCCC1
CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,0,1,12,C1=COCCC1
C=CN1CCCCCC1=O,0,1,12,O=C1CCCCCN1
O=C1CCCCCN1,0,1,12,O=C1CCCCCN1
CCCCCCCCCCCCN1CCCCCC1=O,0,0,5,O=C1CCCCCN1
Cc1ccc2c(c1)CCCN2,1,0,12,c1ccc2c(c1)CCCN2
CCOc1ccc2c(c1)C(C)CC(C)(C)N2,1,0,12,c1ccc2c(c1)CCCN2
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0,1,10,c1ccc2c(c1)CCCN2
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],0,0,2,c1ccc2[nH+]cc[nH+]c2c1
[O-][n+]1cc[n+]([O-])c2ccccc21,0,0,9,c1ccc2[nH+]cc[nH+]c2c1
Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],0,1,12,c1ccc2[nH+]cc[nH+]c2c1
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,0,0,8,O=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,1,0,7,O=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12,0,0,8,O=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1,0,10,O=C(O[C@H]1CC[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C1)c1ccccc1
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1,0,7,O=C(O[C@H]1CC[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C1)c1ccccc1
CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,0,0,5,O=C(O[C@H]1CC[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C1)c1ccccc1
c1ccc(CNCc2ccccc2)cc1,0,1,10,c1ccc(CNCc2ccccc2)cc1
ON(Cc1ccccc1)Cc1ccccc1,0,1,11,c1ccc(CNCc2ccccc2)cc1
CN(Cc1ccccc1)Cc1ccccc1,0,1,10,c1ccc(CNCc2ccccc2)cc1
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0,1,10,O=C(c1ccccc1)n1ccc2ccccc21
COc1ccc2c(c1)c(CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,0,0,1,O=C(c1ccccc1)n1ccc2ccccc21
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1,0,11,O=C(c1ccccc1)n1ccc2ccccc21
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,1,0,10,O=C(Cc1ccccc1)OCc1cccc(Oc2ccccc2)c1
CC(C)[C@H](C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,1,0,10,O=C(Cc1ccccc1)OCc1cccc(Oc2ccccc2)c1
CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0,1,10,O=C(Cc1ccccc1)OCc1cccc(Oc2ccccc2)c1
O=C1NC(=O)C2CC=CCC12,0,1,12,O=C1NC(=O)C2CC=CCC12
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,1,0,10,O=C1NC(=O)C2CC=CCC12
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,1,0,5,O=C1NC(=O)C2CC=CCC12
CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1C(O)CO,0,1,11,C1C[C@H]2OCO[C@H]2O1
OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,0,1,10,C1C[C@H]2OCO[C@H]2O1
OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,0,1,12,C1C[C@H]2OCO[C@H]2O1
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,0,12,c1ccc(CNc2ccccc2)cc1
CCN(Cc1ccccc1)c1ccccc1,0,1,11,c1ccc(CNc2ccccc2)cc1
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccccc1,0,1,12,c1ccc(CNc2ccccc2)cc1
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,0,1,10,O=C1CCC[C@@H](O[C@H]2CC[C@H](O[C@H]3CCCCO3)CO2)CCCCC=CC=CCCO1
COC1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1OC(C)=O,0,1,10,O=C1CCC[C@@H](O[C@H]2CC[C@H](O[C@H]3CCCCO3)CO2)CCCCC=CC=CCCO1
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,1,0,8,O=C1CCC[C@@H](O[C@H]2CC[C@H](O[C@H]3CCCCO3)CO2)CCCCC=CC=CCCO1
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0,1,12,O=C(c1ccccc1)c1cccs1
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,0,1,10,O=C(c1ccccc1)c1cccs1
CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,0,0,6,O=C(c1ccccc1)c1cccs1
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0,1,12,O=S(=O)(Nc1cccnn1)c1ccccc1
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,0,1,12,O=S(=O)(Nc1cccnn1)c1ccccc1
CCOc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0,1,12,O=S(=O)(Nc1cccnn1)c1ccccc1
CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,0,1,10,c1ccc(NC2CCN(CCc3cccs3)CC2)cc1
CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1,1,0,11,c1ccc(NC2CCN(CCc3cccs3)CC2)cc1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,0,8,c1ccc(NC2CCN(CCc3cccs3)CC2)cc1
O=c1[nH]c2ccccc2n1C1CCNCC1,0,0,2,O=c1[nH]c2ccccc2n1C1CCNCC1
O=c1[nH]c2cc(Cl)ccc2n1C1CCNCC1,0,0,1,O=c1[nH]c2ccccc2n1C1CCNCC1
CCOC(=O)N1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,1,0,2,O=c1[nH]c2ccccc2n1C1CCNCC1
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,0,1,12,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0,1,11,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,1,0,11,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,1,0,8,O=C1CC(=O)c2ccccc21
CC(C)CC(=O)C1C(=O)c2ccccc2C1=O,1,0,10,O=C1CC(=O)c2ccccc21
O=C1c2ccccc2C(=O)C1(O)O,1,0,9,O=C1CC(=O)c2ccccc21
NC12CC3CC(CC(C3)C1)C2,0,1,12,C1C2CC3CC1CC(C2)C3
CC12CC3CC(C)(C1)CC(N)(C3)C2,0,1,12,C1C2CC3CC1CC(C2)C3
CC(N)C12CC3CC(CC(C3)C1)C2,0,1,11,C1C2CC3CC1CC(C2)C3
O=C1CCC(=O)N1CO,0,0,8,O=C1CCC(=O)N1
CCC1(C)CC(=O)NC1=O,0,1,12,O=C1CCC(=O)N1
O=C1CCC(=O)N1Cl,0,1,12,O=C1CCC(=O)N1
COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2,0,0,2,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,1,0,12,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,1,0,12,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,0,1,12,O=c1[nH]cnc2[nH]cnc12
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,0,1,12,O=c1[nH]cnc2[nH]cnc12
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0,1,12,O=c1[nH]cnc2[nH]cnc12
N[C@@H]1C[C@H]1c1ccccc1,0,1,11,c1ccc(C2CC2)cc1
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,0,1,10,c1ccc(C2CC2)cc1
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,1,0,12,c1ccc(C2CC2)cc1
COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,1,0,10,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,1,0,10,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,1,0,11,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1
CC1CN(c2ccccc2)NC1=O,1,0,9,O=C1CCN(c2ccccc2)N1
O=C1CCN(c2ccccc2)N1,0,0,9,O=C1CCN(c2ccccc2)N1
CC1(CO)CN(c2ccccc2)NC1=O,1,0,9,O=C1CCN(c2ccccc2)N1
C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,0,0,4,C1CCC2CCCCC2C1
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,0,0,2,C1CCC2CCCCC2C1
C1CCC2CCCCC2C1,0,1,11,C1CCC2CCCCC2C1
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,1,0,7,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2/C=N/OC(C)(C)C,1,0,1,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c([N+](=O)[O-])cccc3nc2-1,1,0,5,O=C1Cc2cc3n(c(=O)c2CO1)Cc1cc2ccccc2nc1-3
COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,1,0,11,c1ccc(-c2ccnn2-c2ccccc2)cc1
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1,0,10,c1ccc(-c2ccnn2-c2ccccc2)cc1
COc1ccc(-n2nc(C(F)F)cc2-c2ccc(S(C)=O)cc2)cc1,0,1,12,c1ccc(-c2ccnn2-c2ccccc2)cc1
CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,1,0,9,O=C1CN(CCN2CC(=O)NC(=O)C2)CC(=O)N1
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,1,0,11,O=C1CN(CCN2CC(=O)NC(=O)C2)CC(=O)N1
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,0,0,2,O=C1CN(CCN2CC(=O)NC(=O)C2)CC(=O)N1
COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC,1,0,12,O=C(N/N=C/c1ccccc1)c1ccncc1
O=C(N/N=C/c1ccccc1O)c1ccncc1,1,0,5,O=C(N/N=C/c1ccccc1)c1ccncc1
O=C(O)COc1ccccc1/C=N/NC(=O)c1ccncc1,0,0,9,O=C(N/N=C/c1ccccc1)c1ccncc1
Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1,1,0,8,O=C(OCCCOC(=O)c1ccccc1)c1ccccc1
CC(C)C(OC(=O)c1ccccc1)C(C)(C)COC(=O)c1ccccc1,1,0,11,O=C(OCCCOC(=O)c1ccccc1)c1ccccc1
CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,1,0,12,O=C(OCCCOC(=O)c1ccccc1)c1ccccc1
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0,1,10,c1ccc(Nc2ccnc3ccccc23)cc1
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,0,0,1,c1ccc(Nc2ccnc3ccccc23)cc1
O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1,0,9,c1ccc(Nc2ccnc3ccccc23)cc1
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)O)[C@@H]1CC2,0,1,10,c1ccc2c(c1)CC[C@H]1CCCCC21
CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,0,0,2,c1ccc2c(c1)CC[C@H]1CCCCC21
CC(C)c1cc2c(cc1S(=O)(=O)O)[C@@]1(C)CCC[C@@](C)(C(=O)[O-])[C@@H]1CC2,0,0,2,c1ccc2c(c1)CC[C@H]1CCCCC21
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1,0,7,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0,1,10,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0,0,9,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1
CC1(C)CC(=O)CC(C)(C)N1[O],0,1,11,O=C1CCNCC1
CC1(C)CC(=O)CC(C)(C)N1,0,1,12,O=C1CCNCC1
CCOC(=O)N1CCC(=O)CC1,0,0,2,O=C1CCNCC1
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,0,1,12,O=C1NC(=O)C(c2ccccc2)C(=O)N1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0,1,12,O=C1NC(=O)C(c2ccccc2)C(=O)N1
